id,Город дистрибьютора,Торг_точка_грязная,Торг_точка_грязная_адрес,outlet_clean_id
13783,Ростов-на-Дону,Кудрявцева М.В. ИП,-,3362
13784,Ростов-на-Дону,Кудрявцева М.В. ИП,"347803, Ростовская обл, Каменск-Шахтинский г, Монтажников ул, дом № 43 Г",3362
13785,Ростов-на-Дону,Кудряшов Е.В. ИП,-,0
13786,Ростов-на-Дону,Кудряшов Е.В. ИП,"346774, Ростовская обл, Азовский р-н, Семибалки с, Луначарского ул, дом № 10",3363
13787,Ростов-на-Дону,Кудряшов Е.В. ИП,"346774, Ростовская обл, Азовский р-н, Семибалки с, Луначарского ул, дом № 10-А",3363
13788,Ростов-на-Дону,Кужелева К.А. ИП ул. Луговая,"346556, Ростовская обл, Усть-Донецкий р-н, Тереховский х, Луговая ул, дом № 2-А",0
13789,Ростов-на-Дону,Кужелева К.А. ИП ул. Мира,"346556, Ростовская обл, Усть-Донецкий р-н, Тереховский х, Мира ул, дом № 35",0
13790,Ростов-на-Дону,Кузнецов И.И.ИП,"347034, Ростовская обл, Белокалитвинский р-н, Марьевка х, Центральная ул, дом № 4",3364
13791,Ростов-на-Дону,"Кузнецов О.А. ИП ул.Тюхова, 31 б",-,3365
13792,Ростов-на-Дону,"Кузнецов О.А. ИП ул.Тюхова, 31 б","347353, Ростовская обл, Волгодонской р-н, Рябичев х, Юбилейная ул, дом № 23",3365
13793,Ростов-на-Дону,Кузнецов Ф.И. ИП Таловская,-,200
13794,Ростов-на-Дону,Кузнецов Ф.И. ИП Таловская,"346536, Ростовская обл, Шахты г, Таловская ул, дом № 38",200
13795,Ростов-на-Дону,Кузнецова В.С. ИП,-,3366
13796,Ростов-на-Дону,Кузнецова В.С. ИП,"347337, Ростовская обл, Волгодонской р-н, Ясырев х, Мира ул, дом № 19",3366
13797,Ростов-на-Дону,Кузнецова И.В.ИП,"353620, Краснодарский край, Щербиновский р-н, Старощербиновская ст-ца, Степана Разина ул, дом № 26",3367
13798,Ростов-на-Дону,Кузнецова Л.О.ИП,-,0
13799,Ростов-на-Дону,Кузнецова Н.Т.ИП ул.Железнодорожная,"347630, Ростовская обл, Сальский р-н, Сальск г, Железнодорожная ул, дом № 45",3368
13800,Ростов-на-Дону,Кузнецова О.В. ИП,"347462, Ростовская обл, Зимовниковский р-н, Зимовники п, Магистральная ул, дом № 55",0
13801,Ростов-на-Дону,"Кузьмин Е.В. ИП пр-кт 20-летия Октября,66а","344020, Ростовская обл, Ростов-на-Дону г, 20-летия Октября пр-кт, дом № 66а",0
13802,Ростов-на-Дону,Кузьмин Е.В. ИП пр-кт Космонавтов,"344000, Ростовская обл, Ростов-на-Дону г, Космонавтов пр-кт, дом № 4/16",3369
13803,Ростов-на-Дону,Кузьмина И.В.ИП,"346359, Ростовская обл, Красносулинский р-н, Красный Сулин г, Карла Либкнехта ул, дом № 29",3370
13804,Ростов-на-Дону,Кузьмина М.Л. ИП,-,0
13805,Ростов-на-Дону,Кузьмина М.Л. ИП,"Ростовская область, Морозовский, п. Знаменка, ул. Безменова, дом № 5, кв.10",0
13806,Ростов-на-Дону,Кузьмичева Т.В. ИП,"346050, Ростовская обл, Тарасовский р-н, Тарасовский п, Почтовый пер, дом № 41-А",0
13807,Ростов-на-Дону,Кукава В.И. ИП пер. Короткий,-,3371
13808,Ростов-на-Дону,Кукава В.И. ИП пер. Короткий,"346464, Ростовская обл, Октябрьский р-н, Керчик-Савров х, Короткий пер, дом № 3",3371
13809,Ростов-на-Дону,Кукава В.И. ИП ул. Мира,-,201
13810,Ростов-на-Дону,Кукава В.И. ИП ул. Мира,"346464, Ростовская обл, Октябрьский р-н, Керчик-Савров х, Короткий пер, дом № 3",3372
13811,Ростов-на-Дону,Кукава В.И. ИП ул. Мира,"346464, Ростовская обл, Октябрьский р-н, Керчик-Савров х, Мира ул, дом № 1",3372
13812,Ростов-на-Дону,Кукава В.И. ИП ул. Школьная,"346464, Ростовская обл, Октябрьский р-н, Керчик-Савров х, Короткий пер, дом № 3",0
13813,Ростов-на-Дону,Кукава В.И. ИП ул. Школьная,-,0
13814,Ростов-на-Дону,Кукава В.И. ИП ул. Школьная,"346472, Ростовская обл, Октябрьский р-н, Залужный п, Школьная ул, дом № 5",3373
13815,Ростов-на-Дону,Кукари Р.Р. ИП Космодемьяновской,-,3374
13816,Ростов-на-Дону,Кукари Р.Р. ИП Космодемьяновской,"346524, Ростовская обл, Шахты г, Космодемьянской ул, дом № 2",3374
13817,Ростов-на-Дону,Кукари Рудик Рафикович,-,3375
13818,Ростов-на-Дону,Кукари Рудик Рафикович,"346524, Ростовская обл, Шахты г, Земледельческая ул, дом № 56-А",3375
13819,Ростов-на-Дону,Кукуева Е.А.ИП,-,2197
13820,Ростов-на-Дону,Кукуева Е.А.ИП,"344000, Ростовская обл, Ростов-на-Дону г, Крепостной пер, дом № 165-а",3376
13821,Ростов-на-Дону,Кукуева Е.А.ИП,"344000, Ростовская обл, Ростов-на-Дону г, Стачки пр-кт, дом № 190/1, кв.24",0
13822,Ростов-на-Дону,КУЛЕШОВСКОЕ СЕЛЬПО,-,767
13823,Ростов-на-Дону,Кулешовское сельпо,"346744, Ростовская обл, Азовский р-н, Кулешовка с, Гагарина пл, дом № 16",0
13824,Ростов-на-Дону,Кулиева М.Ю. ИП,-,3377
13825,Ростов-на-Дону,Кулиева М.Ю. ИП,"347355, Ростовская обл, Волгодонской р-н, Семенкин х, Центральная ул, дом № 13",3377
13826,Ростов-на-Дону,Кулик Н.В. ИП,-,0
13827,Ростов-на-Дону,Куликов В.Л. ИП,-,0
