id,Город дистрибьютора,Торг_точка_грязная,Торг_точка_грязная_адрес,outlet_clean_id
18440,Ростов-на-Дону,Империал ООО,"346882, Ростовская обл, Батайск г, Энгельса ул, дом № 35",3116
18441,Ростов-на-Дону,"Импульс ТПК ООО ул.Кривошлыкова,28б","347210, Ростовская обл, Морозовский р-н, Морозовск г, Кривошлыкова ул, дом № 28б",3117
18442,Ростов-на-Дону,"Импульс ТПК ООО ул.Центральная,86","347222, Ростовская обл, Морозовский р-н, Грузинов х, Центральная ул, дом № 86",3118
18443,Ростов-на-Дону,Индустрия гостеприимства ООО,"344000, Ростовская обл, Ростов-на-Дону г, Пушкинская ул, дом № 163/169",0
18444,Ростов-на-Дону,Ипатова Е.В. ИП,"346050, Ростовская обл, Тарасовский р-н, Весенний п, Ленина ул, дом № 3 А",0
18445,Ростов-на-Дону,Ирина ООО,"344000, Ростовская обл, Ростов-на-Дону г, Налбандяна ул, дом № 92/24",3126
18446,Ростов-на-Дону,Ирина ООО,"346357, Ростовская обл, Красный Сулин г, Гагарина ул, дом № 6",3127
18447,Ростов-на-Дону,Ирина ООО,"347634, Ростовская обл, Сальский р-н, Сальск г, Халтурина ул, дом № 19/1",0
18448,Ростов-на-Дону,Ирина ООО,"ростовская, сальский, сальск, халтурина, дом № 19/1",3128
18449,Ростов-на-Дону,"Ирина ООО ул.Вербенская,112","346352, Ростовская обл, Красносулинский р-н, Красный Сулин г, Вербенская ул, дом № 112",0
18450,Ростов-на-Дону,Ирис ООО,"347460, Ростовская обл, Зимовниковский р-н, Зимовники п, Рабочая ул, дом № 2л",3129
18451,Ростов-на-Дону,Исаев И.Р. ИП,"346312, Ростовская обл, Красносулинский р-н, Молодежный п, территория ДСК",180
18452,Ростов-на-Дону,Исаева Е.Н. ИП,"346562, Ростовская обл, Усть-Донецкий р-н, Мелиховская ст-ца, 5-й пер, дом № 4, корпус б",3130
18453,Ростов-на-Дону,Исаева Е.Н. ИП ул.Ленина 40,"346562, Ростовская обл, Усть-Донецкий р-н, Мелиховская ст-ца, Ленина ул, дом № 40",3131
18454,Ростов-на-Дону,Исаева О.И. ИП ул. Шахтерская 58,"347880, Ростовская обл, Гуково г, Шахтерская ул, дом № 58",0
18455,Ростов-на-Дону,Исаева С.Н.,"346651, Ростовская обл, Семикаракорский р-н, Костылевка х, Трасса Волгодонск-Ольгинская",689
18456,Ростов-на-Дону,Исаков С.К. ИП ул. Пролетарская,"346744, Ростовская обл, Азовский р-н, Кулешовка с, Пролетарская ул, дом № 25-А",4566
18457,Ростов-на-Дону,Исаков С.К. ИП ул. Пролетарская,"346744, Ростовская обл, Азовский р-н, Кулешовка с, Пролетарская ул, дом № 25, корпус а",4566
18458,Ростов-на-Дону,Исакова А.С. ИП,"346771, Ростовская обл, Азовский р-н, Займо-Обрыв с, Буденного ул, дом № 49, корпус а",3132
18459,Ростов-на-Дону,Исмаилова В.А.ИП,"347772, Ростовская обл, Целинский р-н, Михайловка с, Советская ул, дом № 18а",0
18460,Ростов-на-Дону,Исток ООО,"344038, Ростовская обл, Ростов-на-Дону г, Новаторов ул, дом № 20",3134
18461,Ростов-на-Дону,"Исток ООО пер.Зеленый,4","347460, Ростовская обл, Зимовниковский р-н, Погорелов х, Зеленый пер, дом № 4",0
18462,Ростов-на-Дону,"Исток ООО ул.Новаторов,20","344038, Ростовская обл, Ростов-на-Дону г, Новаторов ул, дом № 20",0
18463,Ростов-на-Дону,Ишина Г.М. ИП ул.Шурфовая 230,"346518, Ростовская обл, Шахты г, Шурфовая ул, дом № 230",0
18464,Ростов-на-Дону,Кавалеристов И.В. ИП,"346462, Ростовская обл, Октябрьский р-н, Красный Кут х, Чистова ул, дом № 2",3135
18465,Ростов-на-Дону,Казакова Н.В.ИП,"346751, Ростовская обл, Азовский р-н, Самарское с, К.Маркса ул, дом № 63",0
18466,Ростов-на-Дону,Казакова Н.В.ИП,"352014, Краснодарский край, Кущевский р-н, Ивано-Слюсаревское с, Нижняя ул, дом № 18а",3136
18467,Ростов-на-Дону,Казанов А.В.ИП,"347185, Ростовская обл, Советский р-н, Чирский п, Дорожная ул, дом № 2а",3137
18468,Ростов-на-Дону,Казанова А.А.ИП,"347180, Ростовская обл, Советский р-н, Советская ст-ца, Советская ул, дом № 25",3138
18469,Ростов-на-Дону,Казанцев С.В. ИП п.Короткий 18,"346630, Ростовская обл, Семикаракорск г, Короткий пер, дом № 18",3139
18470,Ростов-на-Дону,Казанцев С.В. ИП п.Слободской ул.Дзержинского,"346651, Ростовская обл, Семикаракорский р-н, Слободской х, Дзержинского ул",3140
18471,Ростов-на-Дону,Казанцев С.В. ИП х.Кузнецовка ул.Ананченко,"347789, Ростовская обл, Семикаракорский р-н, Кузнецовка х, Ананченко ул",3141
18472,Ростов-на-Дону,Казарян Г.Н.ИП,-,4567
18473,Ростов-на-Дону,Казарян Г.Н.ИП,"346385, Ростовская обл, Красносулинский р-н, Горный рп, Центральная ул, дом № 1",4567
18474,Ростов-на-Дону,Казарян Т.Н. ИП,-,3143
18475,Ростов-на-Дону,Казачка ООО,"347040, Ростовская обл, Белая Калитва г, Комарова ул, дом № 32, корпус а;2",3144
18476,Ростов-на-Дону,Казачок ООО,"346466, Ростовская обл, Октябрьский р-н, Кривянская ст-ца, Школьный пер, дом № 34",183
18477,Ростов-на-Дону,Казачок ООО пер. Северный,"346621, Ростовская обл, Багаевский р-н, Елкин х, Северный пер, дом № 31",3145
18478,Ростов-на-Дону,Казачок ООО ул.Матросова,"346357, Ростовская обл, 89034707099, Красный Сулин г, Матросова ул, дом № 12",3147
18479,Ростов-на-Дону,"Казачок ООО х.Елкин, ул.Тимирязева, 21-а","346621, Ростовская обл, Багаевский р-н, Елкин х, Тимирязева ул, дом № 21-а",3148
